//type,code,name,hint,attr,,usetype,quick,price
71187,reinforce_1001,"刀源石 2年 4次 SS",装備アイテム強化,8,0,5,0,2000
71188,reinforce_1001,"刀源石 3年 1次 C-",装備アイテム強化,9,0,5,0,8000
71189,reinforce_1001,"刀源石 3年 1次 C",装備アイテム強化,9,0,5,0,8000
71190,reinforce_1001,"刀源石 3年 1次 C+",装備アイテム強化,9,0,5,0,8000
71191,reinforce_1001,"刀源石 3年 1次 B-",装備アイテム強化,9,0,5,0,8000
71192,reinforce_1001,"刀源石 3年 1次 B",装備アイテム強化,9,0,5,0,8000
71193,reinforce_1001,"刀源石 3年 1次 B+",装備アイテム強化,9,0,5,0,8000
71194,reinforce_1001,"刀源石 3年 1次 A-",装備アイテム強化,9,0,5,0,8000
71195,reinforce_1001,"刀源石 3年 1次 A",装備アイテム強化,9,0,5,0,8000
71196,reinforce_1001,"刀源石 3年 1次 A+",装備アイテム強化,9,0,5,0,8000
71197,reinforce_1001,"刀源石 3年 1次 S",装備アイテム強化,9,0,5,0,8000
71198,reinforce_1001,"刀源石 3年 1次 SS",装備アイテム強化,9,0,5,0,8000
71199,reinforce_1001,"刀源石 3年 2次 C-",装備アイテム強化,9,0,5,0,8000
71200,reinforce_1001,"刀源石 3年 2次 C",装備アイテム強化,9,0,5,0,8000
71201,reinforce_1001,"刀源石 3年 2次 C+",装備アイテム強化,9,0,5,0,8000
71202,reinforce_1001,"刀源石 3年 2次 B-",装備アイテム強化,9,0,5,0,8000
71203,reinforce_1001,"刀源石 3年 2次 B",装備アイテム強化,9,0,5,0,8000
71204,reinforce_1001,"刀源石 3年 2次 B+",装備アイテム強化,9,0,5,0,8000
71205,reinforce_1001,"刀源石 3年 2次 A-",装備アイテム強化,9,0,5,0,8000
71206,reinforce_1001,"刀源石 3年 2次 A",装備アイテム強化,9,0,5,0,8000
71207,reinforce_1001,"刀源石 3年 2次 A+",装備アイテム強化,9,0,5,0,8000
71208,reinforce_1001,"刀源石 3年 2次 S",装備アイテム強化,9,0,5,0,8000
71209,reinforce_1001,"刀源石 3年 2次 SS",装備アイテム強化,9,0,5,0,8000
71210,reinforce_1001,"刀源石 3年 3次 C-",装備アイテム強化,9,0,5,0,8000
71211,reinforce_1001,"刀源石 3年 3次 C",装備アイテム強化,9,0,5,0,8000
71212,reinforce_1001,"刀源石 3年 3次 C+",装備アイテム強化,9,0,5,0,8000
71213,reinforce_1001,"刀源石 3年 3次 B-",装備アイテム強化,9,0,5,0,8000
71214,reinforce_1001,"刀源石 3年 3次 B",装備アイテム強化,9,0,5,0,8000
71215,reinforce_1001,"刀源石 3年 3次 B+",装備アイテム強化,9,0,5,0,8000
71216,reinforce_1001,"刀源石 3年 3次 A-",装備アイテム強化,9,0,5,0,8000
71217,reinforce_1001,"刀源石 3年 3次 A",装備アイテム強化,9,0,5,0,8000
71218,reinforce_1001,"刀源石 3年 3次 A+",装備アイテム強化,9,0,5,0,8000
71219,reinforce_1001,"刀源石 3年 3次 S",装備アイテム強化,9,0,5,0,8000
71220,reinforce_1001,"刀源石 3年 3次 SS",装備アイテム強化,9,0,5,0,8000
71221,reinforce_1001,"刀源石 3年 4次 C-",装備アイテム強化,9,0,5,0,8000
71222,reinforce_1001,"刀源石 3年 4次 C",装備アイテム強化,9,0,5,0,8000
71223,reinforce_1001,"刀源石 3年 4次 C+",装備アイテム強化,9,0,5,0,8000
71224,reinforce_1001,"刀源石 3年 4次 B-",装備アイテム強化,9,0,5,0,8000
71225,reinforce_1001,"刀源石 3年 4次 B",装備アイテム強化,9,0,5,0,8000
71226,reinforce_1001,"刀源石 3年 4次 B+",装備アイテム強化,9,0,5,0,8000
71227,reinforce_1001,"刀源石 3年 4次 A-",装備アイテム強化,9,0,5,0,8000
71228,reinforce_1001,"刀源石 3年 4次 A",装備アイテム強化,9,0,5,0,8000
71229,reinforce_1001,"刀源石 3年 4次 A+",装備アイテム強化,9,0,5,0,8000
71230,reinforce_1001,"刀源石 3年 4次 S",装備アイテム強化,9,0,5,0,8000
71231,reinforce_1001,"刀源石 3年 4次 SS",装備アイテム強化,9,0,5,0,8000
71232,reinforce_1001,"刀源石 4年 1次 C-",装備アイテム強化,10,0,5,0,32000
71233,reinforce_1001,"刀源石 4年 1次 C",装備アイテム強化,10,0,5,0,32000
71234,reinforce_1001,"刀源石 4年 1次 C+",装備アイテム強化,10,0,5,0,32000
71235,reinforce_1001,"刀源石 4年 1次 B-",装備アイテム強化,10,0,5,0,32000
71236,reinforce_1001,"刀源石 4年 1次 B",装備アイテム強化,10,0,5,0,32000
71237,reinforce_1001,"刀源石 4年 1次 B+",装備アイテム強化,10,0,5,0,32000
71238,reinforce_1001,"刀源石 4年 1次 A-",装備アイテム強化,10,0,5,0,32000
71239,reinforce_1001,"刀源石 4年 1次 A",装備アイテム強化,10,0,5,0,32000
71240,reinforce_1001,"刀源石 4年 1次 A+",装備アイテム強化,10,0,5,0,32000
71241,reinforce_1001,"刀源石 4年 1次 S",装備アイテム強化,10,0,5,0,32000
71242,reinforce_1001,"刀源石 4年 1次 SS",装備アイテム強化,10,0,5,0,32000
71243,reinforce_1001,"刀源石 4年 2次 C-",装備アイテム強化,10,0,5,0,32000
71244,reinforce_1001,"刀源石 4年 2次 C",装備アイテム強化,10,0,5,0,32000
71245,reinforce_1001,"刀源石 4年 2次 C+",装備アイテム強化,10,0,5,0,32000
71246,reinforce_1001,"刀源石 4年 2次 B-",装備アイテム強化,10,0,5,0,32000
71247,reinforce_1001,"刀源石 4年 2次 B",装備アイテム強化,10,0,5,0,32000
71248,reinforce_1001,"刀源石 4年 2次 B+",装備アイテム強化,10,0,5,0,32000
71249,reinforce_1001,"刀源石 4年 2次 A-",装備アイテム強化,10,0,5,0,32000
71250,reinforce_1001,"刀源石 4年 2次 A",装備アイテム強化,10,0,5,0,32000
71251,reinforce_1001,"刀源石 4年 2次 A+",装備アイテム強化,10,0,5,0,32000
71252,reinforce_1001,"刀源石 4年 2次 S",装備アイテム強化,10,0,5,0,32000
71253,reinforce_1001,"刀源石 4年 2次 SS",装備アイテム強化,10,0,5,0,32000
71254,reinforce_1001,"刀源石 4年 3次 C-",装備アイテム強化,10,0,5,0,32000
71255,reinforce_1001,"刀源石 4年 3次 C",装備アイテム強化,10,0,5,0,32000
71256,reinforce_1001,"刀源石 4年 3次 C+",装備アイテム強化,10,0,5,0,32000
71257,reinforce_1001,"刀源石 4年 3次 B-",装備アイテム強化,10,0,5,0,32000
71258,reinforce_1001,"刀源石 4年 3次 B",装備アイテム強化,10,0,5,0,32000
71259,reinforce_1001,"刀源石 4年 3次 B+",装備アイテム強化,10,0,5,0,32000
71260,reinforce_1001,"刀源石 4年 3次 A-",装備アイテム強化,10,0,5,0,32000
71261,reinforce_1001,"刀源石 4年 3次 A",装備アイテム強化,10,0,5,0,32000
71262,reinforce_1001,"刀源石 4年 3次 A+",装備アイテム強化,10,0,5,0,32000
71263,reinforce_1001,"刀源石 4年 3次 S",装備アイテム強化,10,0,5,0,32000
71264,reinforce_1001,"刀源石 4年 3次 SS",装備アイテム強化,10,0,5,0,32000
71265,reinforce_1001,"刀源石 4年 4次 C-",装備アイテム強化,10,0,5,0,32000
71266,reinforce_1001,"刀源石 4年 4次 C",装備アイテム強化,10,0,5,0,32000
71267,reinforce_1001,"刀源石 4年 4次 C+",装備アイテム強化,10,0,5,0,32000
71268,reinforce_1001,"刀源石 4年 4次 B-",装備アイテム強化,10,0,5,0,32000
71269,reinforce_1001,"刀源石 4年 4次 B",装備アイテム強化,10,0,5,0,32000
71270,reinforce_1001,"刀源石 4年 4次 B+",装備アイテム強化,10,0,5,0,32000
71271,reinforce_1001,"刀源石 4年 4次 A-",装備アイテム強化,10,0,5,0,32000
71272,reinforce_1001,"刀源石 4年 4次 A",装備アイテム強化,10,0,5,0,32000
71273,reinforce_1001,"刀源石 4年 4次 A+",装備アイテム強化,10,0,5,0,32000
71274,reinforce_1001,"刀源石 4年 4次 S",装備アイテム強化,10,0,5,0,32000
71275,reinforce_1001,"刀源石 4年 4次 SS",装備アイテム強化,10,0,5,0,32000
71276,reinforce_1001,"刀源石 4年 5次 C-",装備アイテム強化,10,0,5,0,32000
71277,reinforce_1001,"刀源石 4年 5次 C",装備アイテム強化,10,0,5,0,32000
71278,reinforce_1001,"刀源石 4年 5次 C+",装備アイテム強化,10,0,5,0,32000
71279,reinforce_1001,"刀源石 4年 5次 B-",装備アイテム強化,10,0,5,0,32000
71280,reinforce_1001,"刀源石 4年 5次 B",装備アイテム強化,10,0,5,0,32000
71281,reinforce_1001,"刀源石 4年 5次 B+",装備アイテム強化,10,0,5,0,32000
71282,reinforce_1001,"刀源石 4年 5次 A-",装備アイテム強化,10,0,5,0,32000
71283,reinforce_1001,"刀源石 4年 5次 A",装備アイテム強化,10,0,5,0,32000
71284,reinforce_1001,"刀源石 4年 5次 A+",装備アイテム強化,10,0,5,0,32000
71285,reinforce_1001,"刀源石 4年 5次 S",装備アイテム強化,10,0,5,0,32000
71286,reinforce_1001,"刀源石 4年 5次 SS",装備アイテム強化,10,0,5,0,32000
71287,reinforce_1001,"刀源石 5年 1次 C-",装備アイテム強化,11,0,5,0,128000
71288,reinforce_1001,"刀源石 5年 1次 C",装備アイテム強化,11,0,5,0,128000
71289,reinforce_1001,"刀源石 5年 1次 C+",装備アイテム強化,11,0,5,0,128000
71290,reinforce_1001,"刀源石 5年 1次 B-",装備アイテム強化,11,0,5,0,128000
71291,reinforce_1001,"刀源石 5年 1次 B",装備アイテム強化,11,0,5,0,128000
71292,reinforce_1001,"刀源石 5年 1次 B+",装備アイテム強化,11,0,5,0,128000
71293,reinforce_1001,"刀源石 5年 1次 A-",装備アイテム強化,11,0,5,0,128000
71294,reinforce_1001,"刀源石 5年 1次 A",装備アイテム強化,11,0,5,0,128000
71295,reinforce_1001,"刀源石 5年 1次 A+",装備アイテム強化,11,0,5,0,128000
71296,reinforce_1001,"刀源石 5年 1次 S",装備アイテム強化,11,0,5,0,128000
71297,reinforce_1001,"刀源石 5年 1次 SS",装備アイテム強化,11,0,5,0,128000
71298,reinforce_1001,"刀源石 5年 2次 C-",装備アイテム強化,11,0,5,0,128000
71299,reinforce_1001,"刀源石 5年 2次 C",装備アイテム強化,11,0,5,0,128000
71300,reinforce_1001,"刀源石 5年 2次 C+",装備アイテム強化,11,0,5,0,128000
71301,reinforce_1001,"刀源石 5年 2次 B-",装備アイテム強化,11,0,5,0,128000
71302,reinforce_1001,"刀源石 5年 2次 B",装備アイテム強化,11,0,5,0,128000
71303,reinforce_1001,"刀源石 5年 2次 B+",装備アイテム強化,11,0,5,0,128000
71304,reinforce_1001,"刀源石 5年 2次 A-",装備アイテム強化,11,0,5,0,128000
71305,reinforce_1001,"刀源石 5年 2次 A",装備アイテム強化,11,0,5,0,128000
71306,reinforce_1001,"刀源石 5年 2次 A+",装備アイテム強化,11,0,5,0,128000
71307,reinforce_1001,"刀源石 5年 2次 S",装備アイテム強化,11,0,5,0,128000
71308,reinforce_1001,"刀源石 5年 2次 SS",装備アイテム強化,11,0,5,0,128000
71309,reinforce_1001,"刀源石 5年 3次 C-",装備アイテム強化,11,0,5,0,128000
71310,reinforce_1001,"刀源石 5年 3次 C",装備アイテム強化,11,0,5,0,128000
71311,reinforce_1001,"刀源石 5年 3次 C+",装備アイテム強化,11,0,5,0,128000
71312,reinforce_1001,"刀源石 5年 3次 B-",装備アイテム強化,11,0,5,0,128000
71313,reinforce_1001,"刀源石 5年 3次 B",装備アイテム強化,11,0,5,0,128000
71314,reinforce_1001,"刀源石 5年 3次 B+",装備アイテム強化,11,0,5,0,128000
71315,reinforce_1001,"刀源石 5年 3次 A-",装備アイテム強化,11,0,5,0,128000
71316,reinforce_1001,"刀源石 5年 3次 A",装備アイテム強化,11,0,5,0,128000
71317,reinforce_1001,"刀源石 5年 3次 A+",装備アイテム強化,11,0,5,0,128000
71318,reinforce_1001,"刀源石 5年 3次 S",装備アイテム強化,11,0,5,0,128000
71319,reinforce_1001,"刀源石 5年 3次 SS",装備アイテム強化,11,0,5,0,128000
71320,reinforce_1001,"刀源石 5年 4次 C-",装備アイテム強化,11,0,5,0,128000
71321,reinforce_1001,"刀源石 5年 4次 C",装備アイテム強化,11,0,5,0,128000
71322,reinforce_1001,"刀源石 5年 4次 C+",装備アイテム強化,11,0,5,0,128000
71323,reinforce_1001,"刀源石 5年 4次 B-",装備アイテム強化,11,0,5,0,128000
71324,reinforce_1001,"刀源石 5年 4次 B",装備アイテム強化,11,0,5,0,128000
71325,reinforce_1001,"刀源石 5年 4次 B+",装備アイテム強化,11,0,5,0,128000
71326,reinforce_1001,"刀源石 5年 4次 A-",装備アイテム強化,11,0,5,0,128000
71327,reinforce_1001,"刀源石 5年 4次 A",装備アイテム強化,11,0,5,0,128000
71328,reinforce_1001,"刀源石 5年 4次 A+",装備アイテム強化,11,0,5,0,128000
71329,reinforce_1001,"刀源石 5年 4次 S",装備アイテム強化,11,0,5,0,128000
71330,reinforce_1001,"刀源石 5年 4次 SS",装備アイテム強化,11,0,5,0,128000
71331,reinforce_1001,"刀源石 5年 5次 C-",装備アイテム強化,11,0,5,0,128000
71332,reinforce_1001,"刀源石 5年 5次 C",装備アイテム強化,11,0,5,0,128000
71333,reinforce_1001,"刀源石 5年 5次 C+",装備アイテム強化,11,0,5,0,128000
71334,reinforce_1001,"刀源石 5年 5次 B-",装備アイテム強化,11,0,5,0,128000
71335,reinforce_1001,"刀源石 5年 5次 B",装備アイテム強化,11,0,5,0,128000
71336,reinforce_1001,"刀源石 5年 5次 B+",装備アイテム強化,11,0,5,0,128000
71337,reinforce_1001,"刀源石 5年 5次 A-",装備アイテム強化,11,0,5,0,128000
71338,reinforce_1001,"刀源石 5年 5次 A",装備アイテム強化,11,0,5,0,128000
71339,reinforce_1001,"刀源石 5年 5次 A+",装備アイテム強化,11,0,5,0,128000
71340,reinforce_1001,"刀源石 5年 5次 S",装備アイテム強化,11,0,5,0,128000
71341,reinforce_1001,"刀源石 5年 5次 SS",装備アイテム強化,11,0,5,0,128000
71342,reinforce_1001,"刀源石 5年 6次 C-",装備アイテム強化,11,0,5,0,128000
71343,reinforce_1001,"刀源石 5年 6次 C",装備アイテム強化,11,0,5,0,128000
71344,reinforce_1001,"刀源石 5年 6次 C+",装備アイテム強化,11,0,5,0,128000
71345,reinforce_1001,"刀源石 5年 6次 B-",装備アイテム強化,11,0,5,0,128000
71346,reinforce_1001,"刀源石 5年 6次 B",装備アイテム強化,11,0,5,0,128000
71347,reinforce_1001,"刀源石 5年 6次 B+",装備アイテム強化,11,0,5,0,128000
71348,reinforce_1001,"刀源石 5年 6次 A-",装備アイテム強化,11,0,5,0,128000
71349,reinforce_1001,"刀源石 5年 6次 A",装備アイテム強化,11,0,5,0,128000
71350,reinforce_1001,"刀源石 5年 6次 A+",装備アイテム強化,11,0,5,0,128000
71351,reinforce_1001,"刀源石 5年 6次 S",装備アイテム強化,11,0,5,0,128000
71352,reinforce_1001,"刀源石 5年 6次 SS",装備アイテム強化,11,0,5,0,128000
71353,reinforce_1001,"刀源石 5年 7次 C-",装備アイテム強化,11,0,5,0,128000
71354,reinforce_1001,"刀源石 5年 7次 C",装備アイテム強化,11,0,5,0,128000
71355,reinforce_1001,"刀源石 5年 7次 C+",装備アイテム強化,11,0,5,0,128000
71356,reinforce_1001,"刀源石 5年 7次 B-",装備アイテム強化,11,0,5,0,128000
71357,reinforce_1001,"刀源石 5年 7次 B",装備アイテム強化,11,0,5,0,128000
71358,reinforce_1001,"刀源石 5年 7次 B+",装備アイテム強化,11,0,5,0,128000
71359,reinforce_1001,"刀源石 5年 7次 A-",装備アイテム強化,11,0,5,0,128000
71360,reinforce_1001,"刀源石 5年 7次 A",装備アイテム強化,11,0,5,0,128000
71361,reinforce_1001,"刀源石 5年 7次 A+",装備アイテム強化,11,0,5,0,128000
71362,reinforce_1001,"刀源石 5年 7次 S",装備アイテム強化,11,0,5,0,128000
71363,reinforce_1001,"刀源石 5年 7次 SS",装備アイテム強化,11,0,5,0,128000
71364,reinforce_1001,"刀源石 5年 8次 C-",装備アイテム強化,11,0,5,0,128000
71365,reinforce_1001,"刀源石 5年 8次 C",装備アイテム強化,11,0,5,0,128000
71366,reinforce_1001,"刀源石 5年 8次 C+",装備アイテム強化,11,0,5,0,128000
71367,reinforce_1001,"刀源石 5年 8次 B-",装備アイテム強化,11,0,5,0,128000
71368,reinforce_1001,"刀源石 5年 8次 B",装備アイテム強化,11,0,5,0,128000
71369,reinforce_1001,"刀源石 5年 8次 B+",装備アイテム強化,11,0,5,0,128000
71370,reinforce_1001,"刀源石 5年 8次 A-",装備アイテム強化,11,0,5,0,128000
71371,reinforce_1001,"刀源石 5年 8次 A",装備アイテム強化,11,0,5,0,128000
71372,reinforce_1001,"刀源石 5年 8次 A+",装備アイテム強化,11,0,5,0,128000
71373,reinforce_1001,"刀源石 5年 8次 S",装備アイテム強化,11,0,5,0,128000
71374,reinforce_1001,"刀源石 5年 8次 SS",装備アイテム強化,11,0,5,0,128000
71375,reinforce_1001,"刀源石 6年 1次 C-",装備アイテム強化,11,0,5,0,512000
71376,reinforce_1001,"刀源石 6年 1次 C",装備アイテム強化,11,0,5,0,512000
71377,reinforce_1001,"刀源石 6年 1次 C+",装備アイテム強化,11,0,5,0,512000
71378,reinforce_1001,"刀源石 6年 1次 B-",装備アイテム強化,11,0,5,0,512000
71379,reinforce_1001,"刀源石 6年 1次 B",装備アイテム強化,11,0,5,0,512000
71380,reinforce_1001,"刀源石 6年 1次 B+",装備アイテム強化,11,0,5,0,512000
71381,reinforce_1001,"刀源石 6年 1次 A-",装備アイテム強化,11,0,5,0,512000
71382,reinforce_1001,"刀源石 6年 1次 A",装備アイテム強化,11,0,5,0,512000
71383,reinforce_1001,"刀源石 6年 1次 A+",装備アイテム強化,11,0,5,0,512000
71384,reinforce_1001,"刀源石 6年 1次 S",装備アイテム強化,11,0,5,0,512000
71385,reinforce_1001,"刀源石 6年 1次 SS",装備アイテム強化,11,0,5,0,512000
71386,reinforce_1001,"刀源石 6年 2次 C-",装備アイテム強化,11,0,5,0,512000
71387,reinforce_1001,"刀源石 6年 2次 C",装備アイテム強化,11,0,5,0,512000
71388,reinforce_1001,"刀源石 6年 2次 C+",装備アイテム強化,11,0,5,0,512000
71389,reinforce_1001,"刀源石 6年 2次 B-",装備アイテム強化,11,0,5,0,512000
71390,reinforce_1001,"刀源石 6年 2次 B",装備アイテム強化,11,0,5,0,512000
71391,reinforce_1001,"刀源石 6年 2次 B+",装備アイテム強化,11,0,5,0,512000
71392,reinforce_1001,"刀源石 6年 2次 A-",装備アイテム強化,11,0,5,0,512000
71393,reinforce_1001,"刀源石 6年 2次 A",装備アイテム強化,11,0,5,0,512000
71394,reinforce_1001,"刀源石 6年 2次 A+",装備アイテム強化,11,0,5,0,512000
71395,reinforce_1001,"刀源石 6年 2次 S",装備アイテム強化,11,0,5,0,512000
71396,reinforce_1001,"刀源石 6年 2次 SS",装備アイテム強化,11,0,5,0,512000
71397,reinforce_1001,"刀源石 6年 3次 C-",装備アイテム強化,11,0,5,0,512000
71398,reinforce_1001,"刀源石 6年 3次 C",装備アイテム強化,11,0,5,0,512000
71399,reinforce_1001,"刀源石 6年 3次 C+",装備アイテム強化,11,0,5,0,512000
71400,reinforce_1001,"刀源石 6年 3次 B-",装備アイテム強化,11,0,5,0,512000
71401,reinforce_1001,"刀源石 6年 3次 B",装備アイテム強化,11,0,5,0,512000
71402,reinforce_1001,"刀源石 6年 3次 B+",装備アイテム強化,11,0,5,0,512000
71403,reinforce_1001,"刀源石 6年 3次 A-",装備アイテム強化,11,0,5,0,512000
71404,reinforce_1001,"刀源石 6年 3次 A",装備アイテム強化,11,0,5,0,512000
71405,reinforce_1001,"刀源石 6年 3次 A+",装備アイテム強化,11,0,5,0,512000
71406,reinforce_1001,"刀源石 6年 3次 S",装備アイテム強化,11,0,5,0,512000
71407,reinforce_1001,"刀源石 6年 3次 SS",装備アイテム強化,11,0,5,0,512000
71408,reinforce_1001,"刀源石 6年 4次 C-",装備アイテム強化,11,0,5,0,512000
71409,reinforce_1001,"刀源石 6年 4次 C",装備アイテム強化,11,0,5,0,512000
71410,reinforce_1001,"刀源石 6年 4次 C+",装備アイテム強化,11,0,5,0,512000
71411,reinforce_1001,"刀源石 6年 4次 B-",装備アイテム強化,11,0,5,0,512000
71412,reinforce_1001,"刀源石 6年 4次 B",装備アイテム強化,11,0,5,0,512000
71413,reinforce_1001,"刀源石 6年 4次 B+",装備アイテム強化,11,0,5,0,512000
71414,reinforce_1001,"刀源石 6年 4次 A-",装備アイテム強化,11,0,5,0,512000
71415,reinforce_1001,"刀源石 6年 4次 A",装備アイテム強化,11,0,5,0,512000
71416,reinforce_1001,"刀源石 6年 4次 A+",装備アイテム強化,11,0,5,0,512000
71417,reinforce_1001,"刀源石 6年 4次 S",装備アイテム強化,11,0,5,0,512000
71418,reinforce_1001,"刀源石 6年 4次 SS",装備アイテム強化,11,0,5,0,512000
71419,reinforce_1001,"刀源石 6年 5次 C-",装備アイテム強化,11,0,5,0,512000
71420,reinforce_1001,"刀源石 6年 5次 C",装備アイテム強化,11,0,5,0,512000
71421,reinforce_1001,"刀源石 6年 5次 C+",装備アイテム強化,11,0,5,0,512000
71422,reinforce_1001,"刀源石 6年 5次 B-",装備アイテム強化,11,0,5,0,512000
71423,reinforce_1001,"刀源石 6年 5次 B",装備アイテム強化,11,0,5,0,512000
71424,reinforce_1001,"刀源石 6年 5次 B+",装備アイテム強化,11,0,5,0,512000
71425,reinforce_1001,"刀源石 6年 5次 A-",装備アイテム強化,11,0,5,0,512000
71426,reinforce_1001,"刀源石 6年 5次 A",装備アイテム強化,11,0,5,0,512000
72100,reinforce_2001,"拳源石 1年 1次 C-",装備アイテム強化,7,0,5,0,500
72101,reinforce_2001,"拳源石 1年 1次 C",装備アイテム強化,7,0,5,0,500
72102,reinforce_2001,"拳源石 1年 1次 C+",装備アイテム強化,7,0,5,0,500
72103,reinforce_2001,"拳源石 1年 1次 B-",装備アイテム強化,7,0,5,0,500
72104,reinforce_2001,"拳源石 1年 1次 B",装備アイテム強化,7,0,5,0,500
72105,reinforce_2001,"拳源石 1年 1次 B+",装備アイテム強化,7,0,5,0,500
72106,reinforce_2001,"拳源石 1年 1次 A-",装備アイテム強化,7,0,5,0,500
72107,reinforce_2001,"拳源石 1年 1次 A",装備アイテム強化,7,0,5,0,500
72108,reinforce_2001,"拳源石 1年 1次 A+",装備アイテム強化,7,0,5,0,500
72109,reinforce_2001,"拳源石 1年 1次 S",装備アイテム強化,7,0,5,0,500
72110,reinforce_2001,"拳源石 1年 1次 SS",装備アイテム強化,7,0,5,0,500
72111,reinforce_2001,"拳源石 1年 2次 C-",装備アイテム強化,7,0,5,0,500
72112,reinforce_2001,"拳源石 1年 2次 C",装備アイテム強化,7,0,5,0,500
72113,reinforce_2001,"拳源石 1年 2次 C+",装備アイテム強化,7,0,5,0,500
72114,reinforce_2001,"拳源石 1年 2次 B-",装備アイテム強化,7,0,5,0,500
72115,reinforce_2001,"拳源石 1年 2次 B",装備アイテム強化,7,0,5,0,500
72116,reinforce_2001,"拳源石 1年 2次 B+",装備アイテム強化,7,0,5,0,500
72117,reinforce_2001,"拳源石 1年 2次 A-",装備アイテム強化,7,0,5,0,500
72118,reinforce_2001,"拳源石 1年 2次 A",装備アイテム強化,7,0,5,0,500
72119,reinforce_2001,"拳源石 1年 2次 A+",装備アイテム強化,7,0,5,0,500
72120,reinforce_2001,"拳源石 1年 2次 S",装備アイテム強化,7,0,5,0,500
72121,reinforce_2001,"拳源石 1年 2次 SS",装備アイテム強化,7,0,5,0,500
72122,reinforce_2001,"拳源石 1年 3次 C-",装備アイテム強化,7,0,5,0,500
72123,reinforce_2001,"拳源石 1年 3次 C",装備アイテム強化,7,0,5,0,500
72124,reinforce_2001,"拳源石 1年 3次 C+",装備アイテム強化,7,0,5,0,500
72125,reinforce_2001,"拳源石 1年 3次 B-",装備アイテム強化,7,0,5,0,500
72126,reinforce_2001,"拳源石 1年 3次 B",装備アイテム強化,7,0,5,0,500
72127,reinforce_2001,"拳源石 1年 3次 B+",装備アイテム強化,7,0,5,0,500
72128,reinforce_2001,"拳源石 1年 3次 A-",装備アイテム強化,7,0,5,0,500
72129,reinforce_2001,"拳源石 1年 3次 A",装備アイテム強化,7,0,5,0,500
72130,reinforce_2001,"拳源石 1年 3次 A+",装備アイテム強化,7,0,5,0,500
72131,reinforce_2001,"拳源石 1年 3次 S",装備アイテム強化,7,0,5,0,500
72132,reinforce_2001,"拳源石 1年 3次 SS",装備アイテム強化,7,0,5,0,500
72133,reinforce_2001,"拳源石 1年 4次 C-",装備アイテム強化,7,0,5,0,500
72134,reinforce_2001,"拳源石 1年 4次 C",装備アイテム強化,7,0,5,0,500
72135,reinforce_2001,"拳源石 1年 4次 C+",装備アイテム強化,7,0,5,0,500
72136,reinforce_2001,"拳源石 1年 4次 B-",装備アイテム強化,7,0,5,0,500
72137,reinforce_2001,"拳源石 1年 4次 B",装備アイテム強化,7,0,5,0,500
72138,reinforce_2001,"拳源石 1年 4次 B+",装備アイテム強化,7,0,5,0,500
72139,reinforce_2001,"拳源石 1年 4次 A-",装備アイテム強化,7,0,5,0,500
72140,reinforce_2001,"拳源石 1年 4次 A",装備アイテム強化,7,0,5,0,500
72141,reinforce_2001,"拳源石 1年 4次 A+",装備アイテム強化,7,0,5,0,500
72142,reinforce_2001,"拳源石 1年 4次 S",装備アイテム強化,7,0,5,0,500
72143,reinforce_2001,"拳源石 1年 4次 SS",装備アイテム強化,7,0,5,0,500
72144,reinforce_2001,"拳源石 2年 1次 C-",装備アイテム強化,8,0,5,0,2000
72145,reinforce_2001,"拳源石 2年 1次 C",装備アイテム強化,8,0,5,0,2000
72146,reinforce_2001,"拳源石 2年 1次 C+",装備アイテム強化,8,0,5,0,2000
72147,reinforce_2001,"拳源石 2年 1次 B-",装備アイテム強化,8,0,5,0,2000
72148,reinforce_2001,"拳源石 2年 1次 B",装備アイテム強化,8,0,5,0,2000
72149,reinforce_2001,"拳源石 2年 1次 B+",装備アイテム強化,8,0,5,0,2000
72150,reinforce_2001,"拳源石 2年 1次 A-",装備アイテム強化,8,0,5,0,2000
72151,reinforce_2001,"拳源石 2年 1次 A",装備アイテム強化,8,0,5,0,2000
72152,reinforce_2001,"拳源石 2年 1次 A+",装備アイテム強化,8,0,5,0,2000
72153,reinforce_2001,"拳源石 2年 1次 S",装備アイテム強化,8,0,5,0,2000
72154,reinforce_2001,"拳源石 2年 1次 SS",装備アイテム強化,8,0,5,0,2000
72155,reinforce_2001,"拳源石 2年 2次 C-",装備アイテム強化,8,0,5,0,2000
72156,reinforce_2001,"拳源石 2年 2次 C",装備アイテム強化,8,0,5,0,2000
72157,reinforce_2001,"拳源石 2年 2次 C+",装備アイテム強化,8,0,5,0,2000
72158,reinforce_2001,"拳源石 2年 2次 B-",装備アイテム強化,8,0,5,0,2000
72159,reinforce_2001,"拳源石 2年 2次 B",装備アイテム強化,8,0,5,0,2000
72160,reinforce_2001,"拳源石 2年 2次 B+",装備アイテム強化,8,0,5,0,2000
72161,reinforce_2001,"拳源石 2年 2次 A-",装備アイテム強化,8,0,5,0,2000
72162,reinforce_2001,"拳源石 2年 2次 A",装備アイテム強化,8,0,5,0,2000
72163,reinforce_2001,"拳源石 2年 2次 A+",装備アイテム強化,8,0,5,0,2000
72164,reinforce_2001,"拳源石 2年 2次 S",装備アイテム強化,8,0,5,0,2000
72165,reinforce_2001,"拳源石 2年 2次 SS",装備アイテム強化,8,0,5,0,2000
72166,reinforce_2001,"拳源石 2年 3次 C-",装備アイテム強化,8,0,5,0,2000
