//idAtk,baseAtk,(2),(3),reqGrade,level,nextIdAtk,dex,(8),(9),(10),desc,"type(0=atk 1=timer 2=passive)",pow,time,enatk,endef,enhit,eneva,encri,enhp,enatkspd,enmovspd,encool,regain,reqIdAtk,weapon
21015,21011,91011,92012,3,5,21016,95,0,0,16640,中級攻撃(攻撃力：65),0,65,0,0,0,0,0,0,0,0,0,0,0,21010,1
21016,21011,91011,92012,4,6,21017,102,0,0,16640,中級攻撃(攻撃力：70),0,70,0,0,0,0,0,0,0,0,0,0,0,21010,1
21017,21011,91011,92013,4,7,21018,109,0,0,16640,中級攻撃(攻撃力：75),0,75,0,0,0,0,0,0,0,0,0,0,0,21010,1
21018,21011,91011,92013,4,8,21019,116,0,0,16640,中級攻撃(攻撃力：80),0,80,0,0,0,0,0,0,0,0,0,0,0,21010,1
21019,21011,91011,92013,4,9,21020,123,0,0,16640,中級攻撃(攻撃力：84),0,84,0,0,0,0,0,0,0,0,0,0,0,21010,1
21020,21011,91011,92014,4,10,0,130,0,0,16640,中級攻撃(攻撃力：89),0,89,0,0,0,0,0,0,0,0,0,0,0,21010,1
21021,21021,91011,92011,4,1,21022,133,0,0,16640,上級攻撃(攻撃力：105),0,105,0,0,0,0,0,0,0,0,0,0,0,21020,1
21022,21021,91011,92011,4,2,21023,140,0,0,16640,上級攻撃(攻撃力：113),0,113,0,0,0,0,0,0,0,0,0,0,0,21020,1
21023,21021,91011,92011,5,3,21024,147,0,0,16640,上級攻撃(攻撃力：122),0,122,0,0,0,0,0,0,0,0,0,0,0,21020,1
21024,21021,91011,92012,5,4,21025,154,0,0,16640,上級攻撃(攻撃力：130),0,130,0,0,0,0,0,0,0,0,0,0,0,21020,1
21025,21021,91011,92012,5,5,21026,161,0,0,16640,上級攻撃(攻撃力：138),0,138,0,0,0,0,0,0,0,0,0,0,0,21020,1
21026,21021,91011,92012,5,6,21027,168,0,0,16640,上級攻撃(攻撃力：147),0,147,0,0,0,0,0,0,0,0,0,0,0,21020,1
21027,21021,91011,92013,5,7,21028,175,0,0,16640,上級攻撃(攻撃力：155),0,155,0,0,0,0,0,0,0,0,0,0,0,21020,1
21028,21021,91011,92013,5,8,21029,182,0,0,16640,上級攻撃(攻撃力：164),0,164,0,0,0,0,0,0,0,0,0,0,0,21020,1
21029,21021,91011,92013,5,9,21030,189,0,0,16640,上級攻撃(攻撃力：172),0,172,0,0,0,0,0,0,0,0,0,0,0,21020,1
21030,21021,91011,92014,6,10,0,196,0,0,16640,上級攻撃(攻撃力：179),0,179,0,0,0,0,0,0,0,0,0,0,0,21020,1
21031,21031,91031,92031,1,1,21032,1,0,0,16528,"一定時間防御力アップ(防御力 +1，持続：35秒)",1,0,35,0,1,0,0,0,0,0,0,0,0,0,1
21032,21031,91031,92031,1,2,21033,8,0,0,16576,"一定時間防御力アップ(防御力 +4，持続：37秒)",1,0,37,0,4,0,0,0,0,0,0,0,0,0,1
21033,21031,91031,92031,1,3,21034,15,0,26214,16614,"一定時間防御力アップ(防御力 +8，持続：39秒)",1,0,39,0,8,0,0,0,0,0,0,0,0,0,1
21034,21031,91031,92032,1,4,21035,22,0,52429,16644,"一定時間防御力アップ(防御力 +12，持続：41秒)",1,0,41,0,12,0,0,0,0,0,0,0,0,0,1
21035,21031,91031,92032,1,5,21036,29,0,39322,16657,"一定時間防御力アップ(防御力 +16，持続：43秒)",1,0,43,0,16,0,0,0,0,0,0,0,0,0,1
21036,21031,91031,92032,2,6,21037,36,0,26214,16678,"一定時間防御力アップ(防御力 +20，持続：46秒)",1,0,46,0,20,0,0,0,0,0,0,0,0,0,1
21037,21031,91031,92033,2,7,21038,43,0,26214,16694,"一定時間防御力アップ(防御力 +25，持続：49秒)",1,0,49,0,25,0,0,0,0,0,0,0,0,0,1
21038,21031,91031,92033,2,8,21039,50,0,39322,16705,"一定時間防御力アップ(防御力 +29，持続：52秒)",1,0,52,0,29,0,0,0,0,0,0,0,0,0,1
21039,21031,91031,92033,2,9,21040,57,0,0,16712,"一定時間防御力アップ(防御力 +33，持続：55秒)",1,0,55,0,33,0,0,0,0,0,0,0,0,0,1
21040,21031,91031,92034,2,10,0,64,0,0,16728,"一定時間防御力アップ(防御力 +37，持続：60秒)",1,0,60,0,37,0,0,0,0,0,0,0,0,0,1
21041,21041,91031,92031,3,1,21042,71,0,39322,16585,"一定時間クリティカルアップ(クリティカル +21，持続：37秒)",1,0,37,0,0,0,0,21,0,0,0,0,0,0,1
21042,21041,91031,92031,3,2,21043,77,0,0,16648,"一定時間クリティカルアップ(クリティカル +22，持続：40秒)",1,0,40,0,0,0,0,22,0,0,0,0,0,0,1
21043,21041,91031,92031,3,3,21044,83,0,26214,16678,"一定時間クリティカルアップ(クリティカル +24，持続：43秒)",1,0,43,0,0,0,0,24,0,0,0,0,0,0,1
21044,21041,91031,92032,3,4,21045,89,0,0,16704,"一定時間クリティカルアップ(クリティカル +26，持続：46秒)",1,0,46,0,0,0,0,26,0,0,0,0,0,0,1
21045,21041,91031,92032,3,5,21046,95,0,52429,16724,"一定時間クリティカルアップ(クリティカル +28，持続：49秒)",1,0,49,0,0,0,0,28,0,0,0,0,0,0,1
21046,21041,91031,92032,3,6,21047,101,0,0,16752,"一定時間クリティカルアップ(クリティカル +30，持続：53秒)",1,0,53,0,0,0,0,30,0,0,0,0,0,0,1
21047,21041,91031,92033,4,7,21048,107,0,39322,16769,"一定時間クリティカルアップ(クリティカル +31，持続：57秒)",1,0,57,0,0,0,0,31,0,0,0,0,0,0,1
21048,21041,91031,92033,4,8,21049,113,0,52429,16776,"一定時間クリティカルアップ(クリティカル +33，持続：61秒)",1,0,61,0,0,0,0,33,0,0,0,0,0,0,1
21049,21041,91031,92033,4,9,21050,119,0,0,16780,"一定時間クリティカルアップ(クリティカル +35，持続：65秒)",1,0,65,0,0,0,0,35,0,0,0,0,0,0,1
21050,21041,91031,92034,4,10,0,125,0,0,16784,"一定時間クリティカルアップ(クリティカル +37，持続：70秒)",1,0,70,0,0,0,0,37,0,0,0,0,0,0,1
21051,21051,91031,92031,4,1,21052,137,0,0,16800,一定時間無敵、必殺技使用不可(持続：10秒),1,0,10,0,0,0,0,0,0,0,0,0,0,0,1
21052,21051,91031,92031,4,2,21053,143,0,0,16832,一定時間無敵、必殺技使用不可(持続：12秒),1,0,12,0,0,0,0,0,0,0,0,0,0,0,1
21053,21051,91031,92031,5,3,21054,149,0,0,16864,一定時間無敵、必殺技使用不可(持続：14秒),1,0,14,0,0,0,0,0,0,0,0,0,0,0,1
21054,21051,91031,92032,5,4,21055,155,0,0,16904,一定時間無敵、必殺技使用不可(持続：17秒),1,0,17,0,0,0,0,0,0,0,0,0,0,0,1
21055,21051,91031,92032,5,5,21056,161,0,0,16928,一定時間無敵、必殺技使用不可(持続：20秒),1,0,20,0,0,0,0,0,0,0,0,0,0,0,1
21056,21051,91031,92032,5,6,21057,167,0,0,16952,一定時間無敵、必殺技使用不可(持続：23秒),1,0,23,0,0,0,0,0,0,0,0,0,0,0,1
21057,21051,91031,92033,5,7,21058,173,0,0,16984,一定時間無敵、必殺技使用不可(持続：27秒),1,0,27,0,0,0,0,0,0,0,0,0,0,0,1
21058,21051,91031,92033,5,8,21059,179,0,0,17016,一定時間無敵、必殺技使用不可(持続：31秒),1,0,31,0,0,0,0,0,0,0,0,0,0,0,1
21059,21051,91031,92033,5,9,21060,185,0,0,17036,一定時間無敵、必殺技使用不可(持続：35秒),1,0,35,0,0,0,0,0,0,0,0,0,0,0,1
21060,21051,91031,92034,5,10,0,191,0,0,17056,一定時間無敵、必殺技使用不可(持続：40秒),1,0,40,0,0,0,0,0,0,0,0,0,0,0,1
21091,21091,0,0,1,1,21092,1,0,0,0,"防御力アップ(防御力 +1，パッシブスキル)",2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
21092,21091,0,0,1,2,21093,21,0,0,0,"防御力アップ(防御力 +8，パッシブスキル)",2,0,0,0,8,0,0,0,0,0,0,0,0,0,1
21093,21091,0,0,2,3,21094,41,0,0,0,"防御力アップ(防御力 +16，パッシブスキル)",2,0,0,0,16,0,0,0,0,0,0,0,0,0,1
21094,21091,0,0,2,4,21095,61,0,0,0,"防御力アップ(防御力 +23，パッシブスキル)",2,0,0,0,23,0,0,0,0,0,0,0,0,0,1
21095,21091,0,0,3,5,21096,81,0,0,0,"防御力アップ(防御力 +32，パッシブスキル)",2,0,0,0,32,0,0,0,0,0,0,0,0,0,1
21096,21091,0,0,3,6,21097,101,0,0,0,"防御力アップ(防御力 +39，パッシブスキル)",2,0,0,0,39,0,0,0,0,0,0,0,0,0,1
21097,21091,0,0,4,7,21098,121,0,0,0,"防御力アップ(防御力 +48，パッシブスキル)",2,0,0,0,48,0,0,0,0,0,0,0,0,0,1
21098,21091,0,0,4,8,21099,141,0,0,0,"防御力アップ(防御力 +57，パッシブスキル)",2,0,0,0,57,0,0,0,0,0,0,0,0,0,1
21099,21091,0,0,5,9,21100,161,0,0,0,"防御力アップ(防御力 +69，パッシブスキル)",2,0,0,0,69,0,0,0,0,0,0,0,0,0,1
21100,21091,0,0,5,10,0,181,0,0,0,"防御力アップ(防御力 +81，パッシブスキル)",2,0,0,0,81,0,0,0,0,0,0,0,0,0,1
21101,21101,0,0,1,1,21102,6,0,0,0,"クリティカルアップ(クリティカル +1，パッシブスキル)",2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
21102,21101,0,0,1,2,21103,25,0,0,0,"クリティカルアップ(クリティカル +5，パッシブスキル)",2,0,0,0,0,0,0,5,0,0,0,0,0,0,1
21103,21101,0,0,2,3,21104,44,0,0,0,"クリティカルアップ(クリティカル +8，パッシブスキル)",2,0,0,0,0,0,0,8,0,0,0,0,0,0,1
21104,21101,0,0,2,4,21105,63,0,0,0,"クリティカルアップ(クリティカル +12，パッシブスキル)",2,0,0,0,0,0,0,12,0,0,0,0,0,0,1
21105,21101,0,0,3,5,21106,82,0,0,0,"クリティカルアップ(クリティカル +16，パッシブスキル)",2,0,0,0,0,0,0,16,0,0,0,0,0,0,1
21106,21101,0,0,3,6,21107,101,0,0,0,"クリティカルアップ(クリティカル +20，パッシブスキル)",2,0,0,0,0,0,0,20,0,0,0,0,0,0,1
21107,21101,0,0,4,7,21108,120,0,0,0,"クリティカルアップ(クリティカル +24，パッシブスキル)",2,0,0,0,0,0,0,24,0,0,0,0,0,0,1
21108,21101,0,0,4,8,21109,139,0,0,0,"クリティカルアップ(クリティカル +28，パッシブスキル)",2,0,0,0,0,0,0,28,0,0,0,0,0,0,1
21109,21101,0,0,5,9,21110,158,0,0,0,"クリティカルアップ(クリティカル +34，パッシブスキル)",2,0,0,0,0,0,0,34,0,0,0,0,0,0,1
21110,21101,0,0,5,10,0,177,0,0,0,"クリティカルアップ(クリティカル +39，パッシブスキル)",2,0,0,0,0,0,0,39,0,0,0,0,0,0,1
21111,21111,0,0,1,1,21112,11,0,0,0,"最大HPアップ(最大HP +42，パッシブスキル)",2,0,0,0,0,0,0,0,42,0,0,0,0,0,1
21112,21111,0,0,1,2,21113,30,0,0,0,"最大HPアップ(最大HP +121，パッシブスキル)",2,0,0,0,0,0,0,0,121,0,0,0,0,0,1
21113,21111,0,0,2,3,21114,49,0,0,0,"最大HPアップ(最大HP +201，パッシブスキル)",2,0,0,0,0,0,0,0,201,0,0,0,0,0,1
21114,21111,0,0,2,4,21115,68,0,0,0,"最大HPアップ(最大HP +285，パッシブスキル)",2,0,0,0,0,0,0,0,285,0,0,0,0,0,1
21115,21111,0,0,3,5,21116,87,0,0,0,"最大HPアップ(最大HP +364，パッシブスキル)",2,0,0,0,0,0,0,0,364,0,0,0,0,0,1
21116,21111,0,0,4,6,21117,106,0,0,0,"最大HPアップ(最大HP +448，パッシブスキル)",2,0,0,0,0,0,0,0,448,0,0,0,0,0,1
21117,21111,0,0,4,7,21118,125,0,0,0,"最大HPアップ(最大HP +527，パッシブスキル)",2,0,0,0,0,0,0,0,527,0,0,0,0,0,1
21118,21111,0,0,4,8,21119,144,0,0,0,"最大HPアップ(最大HP +637，パッシブスキル)",2,0,0,0,0,0,0,0,637,0,0,0,0,0,1
21119,21111,0,0,5,9,21120,163,0,0,0,"最大HPアップ(最大HP +756，パッシブスキル)",2,0,0,0,0,0,0,0,756,0,0,0,0,0,1
21120,21111,0,0,5,10,0,182,0,0,0,"最大HPアップ(最大HP +882，パッシブスキル)",2,0,0,0,0,0,0,0,882,0,0,0,0,0,1
81001,81001,91011,92011,1,1,81002,1,0,0,16704,初級攻撃(攻撃力：1),0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
81002,81001,91011,92011,1,2,81003,8,0,0,16704,初級攻撃(攻撃力：3),0,3,0,0,0,0,0,0,0,0,0,0,0,0,4
81003,81001,91011,92011,1,3,81004,15,0,0,16704,初級攻撃(攻撃力：7),0,7,0,0,0,0,0,0,0,0,0,0,0,0,4
81004,81001,91011,92012,1,4,81005,22,0,0,16704,初級攻撃(攻撃力：10),0,10,0,0,0,0,0,0,0,0,0,0,0,0,4
81005,81001,91011,92012,1,5,81006,29,0,0,16704,初級攻撃(攻撃力：14),0,14,0,0,0,0,0,0,0,0,0,0,0,0,4
81006,81001,91011,92012,2,6,81007,36,0,0,16704,初級攻撃(攻撃力：17),0,17,0,0,0,0,0,0,0,0,0,0,0,0,4
81007,81001,91011,92013,2,7,81008,43,0,0,16704,初級攻撃(攻撃力：21),0,21,0,0,0,0,0,0,0,0,0,0,0,0,4
81008,81001,91011,92013,2,8,81009,50,0,0,16704,初級攻撃(攻撃力：24),0,24,0,0,0,0,0,0,0,0,0,0,0,0,4
81009,81001,91011,92013,2,9,81010,57,0,0,16704,初級攻撃(攻撃力：28),0,28,0,0,0,0,0,0,0,0,0,0,0,0,4
81010,81001,91011,92014,2,10,0,64,0,0,16704,初級攻撃(攻撃力：31),0,31,0,0,0,0,0,0,0,0,0,0,0,0,4
81011,81011,91011,92011,2,1,81012,67,0,0,16704,中級攻撃(攻撃力：39),0,39,0,0,0,0,0,0,0,0,0,0,0,81010,4
81012,81011,91011,92011,3,2,81013,74,0,0,16704,中級攻撃(攻撃力：43),0,43,0,0,0,0,0,0,0,0,0,0,0,81010,4
81013,81011,91011,92011,3,3,81014,81,0,0,16704,中級攻撃(攻撃力：47),0,47,0,0,0,0,0,0,0,0,0,0,0,81010,4
81014,81011,91011,92012,3,4,81015,88,0,0,16704,中級攻撃(攻撃力：51),0,51,0,0,0,0,0,0,0,0,0,0,0,81010,4
81015,81011,91011,92012,3,5,81016,95,0,0,16704,中級攻撃(攻撃力：56),0,56,0,0,0,0,0,0,0,0,0,0,0,81010,4
81016,81011,91011,92012,4,6,81017,102,0,0,16704,中級攻撃(攻撃力：60),0,60,0,0,0,0,0,0,0,0,0,0,0,81010,4
81017,81011,91011,92013,4,7,81018,109,0,0,16704,中級攻撃(攻撃力：64),0,64,0,0,0,0,0,0,0,0,0,0,0,81010,4
81018,81011,91011,92013,4,8,81019,116,0,0,16704,中級攻撃(攻撃力：68),0,68,0,0,0,0,0,0,0,0,0,0,0,81010,4
81019,81011,91011,92013,4,9,81020,123,0,0,16704,中級攻撃(攻撃力：72),0,72,0,0,0,0,0,0,0,0,0,0,0,81010,4
81020,81011,91011,92014,4,10,0,130,0,0,16704,中級攻撃(攻撃力：77),0,77,0,0,0,0,0,0,0,0,0,0,0,81010,4
81021,81021,91031,92031,1,1,81022,4,0,26214,16614,"一定時間攻撃速度アップ(攻撃速度 +1，持続：38秒)",1,0,38,0,0,0,0,0,0,1,0,0,0,0,4
81022,81021,91031,92031,1,2,81023,10,0,13107,16675,"一定時間攻撃速度アップ(攻撃速度 +4，持続：42秒)",1,0,42,0,0,0,0,0,0,4,0,0,0,0,4
81023,81021,91031,92031,1,3,81024,16,0,52429,16716,"一定時間攻撃速度アップ(攻撃速度 +6，持続：46秒)",1,0,46,0,0,0,0,0,0,6,0,0,0,0,4
81024,81021,91031,92032,1,4,81025,22,0,52429,16764,"一定時間攻撃速度アップ(攻撃速度 +9，持続：51秒)",1,0,51,0,0,0,0,0,0,9,0,0,0,0,4
81025,81021,91031,92032,1,5,81026,28,0,39322,16785,"一定時間攻撃速度アップ(攻撃速度 +12，持続：56秒)",1,0,56,0,0,0,0,0,0,12,0,0,0,0,4
81026,81021,91031,92032,1,6,81027,34,0,26214,16806,"一定時間攻撃速度アップ(攻撃速度 +15，持続：62秒)",1,0,62,0,0,0,0,0,0,15,0,0,0,0,4
81027,81021,91031,92033,2,7,81028,40,0,26214,16822,"一定時間攻撃速度アップ(攻撃速度 +17，持続：68秒)",1,0,68,0,0,0,0,0,0,17,0,0,0,0,4
81028,81021,91031,92033,2,8,81029,46,0,26214,16838,"一定時間攻撃速度アップ(攻撃速度 +20，持続：75秒)",1,0,75,0,0,0,0,0,0,20,0,0,0,0,4
81029,81021,91031,92033,2,9,81030,52,0,0,16848,"一定時間攻撃速度アップ(攻撃速度 +22，持続：82秒)",1,0,82,0,0,0,0,0,0,22,0,0,0,0,4
81030,81021,91031,92034,2,10,0,58,0,0,16856,"一定時間攻撃速度アップ(攻撃速度 +25，持続：90秒)",1,0,90,0,0,0,0,0,0,25,0,0,0,0,4
81031,81031,91031,92031,3,1,81032,70,0,26214,16614,"一定時間移動速度アップ(移動速度 +31，持続：38秒)",1,0,38,0,0,0,0,0,0,0,31,0,0,0,4
81032,81031,91031,92031,3,2,81033,76,0,13107,16675,"一定時間移動速度アップ(移動速度 +33，持続：42秒)",1,0,42,0,0,0,0,0,0,0,33,0,0,0,4
81033,81031,91031,92031,3,3,81034,82,0,52429,16716,"一定時間移動速度アップ(移動速度 +36，持続：46秒)",1,0,46,0,0,0,0,0,0,0,36,0,0,0,4
81034,81031,91031,92032,3,4,81035,88,0,52429,16764,"一定時間移動速度アップ(移動速度 +39，持続：51秒)",1,0,51,0,0,0,0,0,0,0,39,0,0,0,4
81035,81031,91031,92032,3,5,81036,94,0,39322,16785,"一定時間移動速度アップ(移動速度 +41，持続：56秒)",1,0,56,0,0,0,0,0,0,0,41,0,0,0,4
81036,81031,91031,92032,3,6,81037,100,0,26214,16806,"一定時間移動速度アップ(移動速度 +44，持続：62秒)",1,0,62,0,0,0,0,0,0,0,44,0,0,0,4
81037,81031,91031,92033,4,7,81038,106,0,26214,16822,"一定時間移動速度アップ(移動速度 +47，持続：68秒)",1,0,68,0,0,0,0,0,0,0,47,0,0,0,4
81038,81031,91031,92033,4,8,81039,112,0,26214,16838,"一定時間移動速度アップ(移動速度 +49，持続：75秒)",1,0,75,0,0,0,0,0,0,0,49,0,0,0,4
81039,81031,91031,92033,4,9,81040,118,0,0,16848,"一定時間移動速度アップ(移動速度 +52，持続：82秒)",1,0,82,0,0,0,0,0,0,0,52,0,0,0,4
81040,81031,91031,92034,4,10,0,124,0,0,16856,"一定時間移動速度アップ(移動速度 +55，持続：90秒)",1,0,90,0,0,0,0,0,0,0,55,0,0,0,4
81041,81041,91031,92031,1,1,81042,6,0,0,16840,"一定時間HP回復力アップ(HP回復速度 +10，持続：20秒)",1,0,20,0,0,0,0,0,0,0,0,0,10,0,4
81042,81041,91031,92031,1,2,81043,19,0,0,16840,"一定時間HP回復力アップ(HP回復速度 +40，持続：20秒)",1,0,20,0,0,0,0,0,0,0,0,0,40,0,4
81043,81041,91031,92031,1,3,81044,32,0,0,16840,"一定時間HP回復力アップ(HP回復速度 +70，持続：20秒)",1,0,20,0,0,0,0,0,0,0,0,0,70,0,4
81044,81041,91031,92032,2,4,81045,45,0,0,16840,"一定時間HP回復力アップ(HP回復速度 +100，持続：20秒)",1,0,20,0,0,0,0,0,0,0,0,0,100,0,4
81045,81041,91031,92032,2,5,81046,58,0,0,16840,"一定時間HP回復力アップ(HP回復速度 +130，持続：20秒)",1,0,20,0,0,0,0,0,0,0,0,0,130,0,4
81046,81041,91031,92032,3,6,81047,71,0,0,16840,"一定時間HP回復力アップ(HP回復速度 +158，持続：20秒)",1,0,20,0,0,0,0,0,0,0,0,0,158,0,4
81047,81041,91031,92033,3,7,81048,84,0,0,16840,"一定時間HP回復力アップ(HP回復速度 +182，持続：20秒)",1,0,20,0,0,0,0,0,0,0,0,0,182,0,4
81048,81041,91031,92033,3,8,81049,97,0,0,16840,"一定時間HP回復力アップ(HP回復速度 +206，持続：20秒)",1,0,20,0,0,0,0,0,0,0,0,0,206,0,4
81049,81041,91031,92033,4,9,81050,110,0,0,16840,"一定時間HP回復力アップ(HP回復速度 +230，持続：20秒)",1,0,20,0,0,0,0,0,0,0,0,0,230,0,4
81050,81041,91031,92034,4,10,0,123,0,0,16840,"一定時間HP回復力アップ(HP回復速度 +252，持続：20秒)",1,0,20,0,0,0,0,0,0,0,0,0,252,0,4
81121,81121,0,0,1,1,81122,8,0,0,0,"攻撃速度アップ(攻撃速度 +2，パッシブスキル)",2,0,0,0,0,0,0,0,0,2,0,0,0,0,4
81122,81121,0,0,1,2,81123,27,0,0,0,"攻撃速度アップ(攻撃速度 +7，パッシブスキル)",2,0,0,0,0,0,0,0,0,7,0,0,0,0,4
81123,81121,0,0,2,3,81124,46,0,0,0,"攻撃速度アップ(攻撃速度 +13，パッシブスキル)",2,0,0,0,0,0,0,0,0,13,0,0,0,0,4
81124,81121,0,0,2,4,81125,65,0,0,0,"攻撃速度アップ(攻撃速度 +19，パッシブスキル)",2,0,0,0,0,0,0,0,0,19,0,0,0,0,4
81125,81121,0,0,3,5,81126,84,0,0,0,"攻撃速度アップ(攻撃速度 +25，パッシブスキル)",2,0,0,0,0,0,0,0,0,25,0,0,0,0,4
81126,81121,0,0,4,6,81127,103,0,0,0,"攻撃速度アップ(攻撃速度 +30，パッシブスキル)",2,0,0,0,0,0,0,0,0,30,0,0,0,0,4
81127,81121,0,0,4,7,81128,122,0,0,0,"攻撃速度アップ(攻撃速度 +36，パッシブスキル)",2,0,0,0,0,0,0,0,0,36,0,0,0,0,4
81128,81121,0,0,4,8,81129,141,0,0,0,"攻撃速度アップ(攻撃速度 +43，パッシブスキル)",2,0,0,0,0,0,0,0,0,43,0,0,0,0,4
81129,81121,0,0,5,9,81130,160,0,0,0,"攻撃速度アップ(攻撃速度 +51，パッシブスキル)",2,0,0,0,0,0,0,0,0,51,0,0,0,0,4
81130,81121,0,0,5,10,0,179,0,0,0,"攻撃速度アップ(攻撃速度 +60，パッシブスキル)",2,0,0,0,0,0,0,0,0,60,0,0,0,0,4
81131,81131,0,0,1,1,81132,10,0,0,0,"移動速度アップ(移動速度 +3，パッシブスキル)",2,0,0,0,0,0,0,0,0,0,3,0,0,0,4
81132,81131,0,0,1,2,81133,29,0,0,0,"移動速度アップ(移動速度 +8，パッシブスキル)",2,0,0,0,0,0,0,0,0,0,8,0,0,0,4
81133,81131,0,0,2,3,81134,48,0,0,0,"移動速度アップ(移動速度 +14，パッシブスキル)",2,0,0,0,0,0,0,0,0,0,14,0,0,0,4
81134,81131,0,0,2,4,81135,67,0,0,0,"移動速度アップ(移動速度 +20，パッシブスキル)",2,0,0,0,0,0,0,0,0,0,20,0,0,0,4
81135,81131,0,0,3,5,81136,86,0,0,0,"移動速度アップ(移動速度 +25，パッシブスキル)",2,0,0,0,0,0,0,0,0,0,25,0,0,0,4
81136,81131,0,0,4,6,81137,105,0,0,0,"移動速度アップ(移動速度 +31，パッシブスキル)",2,0,0,0,0,0,0,0,0,0,31,0,0,0,4
81137,81131,0,0,4,7,81138,124,0,0,0,"移動速度アップ(移動速度 +36，パッシブスキル)",2,0,0,0,0,0,0,0,0,0,36,0,0,0,4
81138,81131,0,0,4,8,81139,143,0,0,0,"移動速度アップ(移動速度 +44，パッシブスキル)",2,0,0,0,0,0,0,0,0,0,44,0,0,0,4
81139,81131,0,0,5,9,81140,162,0,0,0,"移動速度アップ(移動速度 +52，パッシブスキル)",2,0,0,0,0,0,0,0,0,0,52,0,0,0,4
81140,81131,0,0,5,10,0,181,0,0,0,"移動速度アップ(移動速度 +61，パッシブスキル)",2,0,0,0,0,0,0,0,0,0,61,0,0,0,4
